,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,id,trade_node
2219,WAL,romanian,orthodox,no,4,4,livestock,2,Buzau,yes,0,Buzau,2998,pest
2220,ORM,gulf_arabic,sunni,no,3,3,,1,Hormuz,yes,2,Hormuz,2999,hormuz
2221,SWE,swedish,catholic,no,2,2,naval_supplies,1,Kalmar,yes,0,Kalmar,3,baltic_sea
2222,SWE,finnish,catholic,no,2,2,fur,2,Viborg,yes,0,Viborg,30,
2223,RYA,ryazanian,orthodox,no,3,3,iron,2,Tula,yes,0,Tula,300,kiev
2224,SER,serbian,orthodox,no,3,3,livestock,1,Nis,yes,0,Nis,3000,ragusa
2225,TUR,bulgarian,orthodox,no,2,0,copper,2,Skopje,yes,0,Skopje,3001,ragusa
2226,TUR,bosnian,orthodox,no,2,2,grain,1,Visoki,yes,0,Sarajevo,3002,ragusa
2227,VEN,greek,orthodox,no,3,3,fish,2,Negroponte,yes,0,Euboea,3003,constantinople
2228,RYA,ryazanian,orthodox,no,5,5,wool,3,Pereyaslavl-Ryazansky,yes,0,Ryazan,301,
2229,GOL,mishary,sunni,no,3,3,iron,3,Tambov,yes,0,Tambow,302,astrakhan
2230,GOL,mishary,sunni,no,4,4,livestock,4,Ukek,yes,0,Saratow,303,astrakhan
2231,KAZ,kazani,sunni,no,3,3,livestock,2,Mohshi,yes,0,Pensa,304,astrakhan
2232,KAZ,uralic,Unowned,no,4,4,copper,3,Yagoshiha,yes,0,Perm,305,kazan
2233,MOS,russian,orthodox,no,5,5,copper,3,Nijni,yes,2,Nijni,306,kazan
2234,MOS,russian,orthodox,no,4,4,iron,3,Vladimir,yes,0,Vladimir,307,
2235,YAR,russian,orthodox,no,4,4,livestock,3,Yaroslavl,yes,1,Yaroslavl,308,
2236,NOV,karelian,orthodox,no,3,3,fur,2,Olonets,yes,0,Olonets,309,
2237,SWE,finnish,catholic,no,1,1,fur,1,Olofsborg,yes,0,Savolaks,31,baltic_sea
2238,NOV,novgorodian,orthodox,no,7,7,fur,6,Novgorod,yes,2,Novgorod,310,
2239,NOV,novgorodian,orthodox,no,2,2,naval_supplies,2,Kholm,yes,0,Kholm,311,
2240,BLO,novgorodian,orthodox,no,2,3,naval_supplies,2,Beloozero,yes,0,Beloozero,312,
2241,NOV,novgorodian,orthodox,no,1,2,fur,1,Soroka,yes,0,Soroka,313,white_sea
2242,MOS,russian,orthodox,no,3,3,iron,2,Vologda,yes,0,Vologda,314,white_sea
2243,NOR,sapmi,catholic,no,1,1,fish,1,Vardø,yes,0,Finnmark,315,white_sea
2244,TUR,turkish,sunni,no,3,3,grain,3,Izmit,yes,0,Kocaeli,316,constantinople
2245,TUR,turkish,sunni,no,5,5,silk,2,Bursa,yes,2,Hudavendigar,317,constantinople
2246,TUR,Unowned,sunni,no,4,4,,2,Izmirni,yes,2,Sugla,318,constantinople
2247,TUR,turkish,sunni,no,3,3,salt,3,Mughla,yes,0,Mentese,319,constantinople
2248,NOV,karelian,orthodox,no,2,2,fur,1,Keksholm,yes,0,Keksholm,32,
2249,Unowned,greek,orthodox,no,4,4,fish,3,Rhodes,yes,0,Rhodes,320,constantinople
2250,CYP,greek,orthodox,no,6,6,wine,3,Nicosia,yes,0,Cyprus,321,aleppo
2251,TUR,turkish,sunni,no,3,3,cloth,2,Kütahya,yes,0,Kutahya,322,constantinople
2252,KAR,turkish,sunni,no,3,3,salt,3,Konya,yes,0,Konya,323,aleppo
2253,KAR,turkish,sunni,no,5,5,livestock,4,Karaman,yes,0,Karaman,324,aleppo
2254,CND,turkish,sunni,no,3,0,copper,2,Kastamonu,yes,0,Kastamonu,325,constantinople
2255,TUR,turkish,sunni,no,3,3,cloth,3,Ankara,yes,0,Ankara,326,constantinople
2256,RAM,turkish,sunni,no,3,3,cotton,4,Adana,yes,1,Adana,327,aleppo
2257,CND,turkish,sunni,no,3,3,naval_supplies,2,Sinop,yes,2,Sinop,328,constantinople
2258,TUR,turkish,shiite,no,3,3,livestock,3,Sivas,yes,0,Sivas,329,constantinople
2259,NOV,karelian,orthodox,no,3,3,fur,1,Neva,yes,1,Neva,33,
2260,TRE,pontic_greek,orthodox,no,4,4,naval_supplies,4,Trapezous,yes,1,Trebizond,330,crimea
2261,AKK,armenian,coptic,no,4,4,livestock,4,Erzurum,yes,0,Erzurum,331,crimea
2262,DUL,turkish,sunni,no,2,2,wool,2,Maras,yes,0,Marash,332,aleppo
2263,SPA,catalan,catholic,no,2,2,sugar,1,Palma,yes,0,TheBaleares,333,valencia
2264,MOR,moroccan,sunni,no,3,3,cloth,1,Tangier,yes,2,Tangiers,334,sevilla
2265,MOR,berber,sunni,no,3,3,fish,1,Melilla,yes,0,Mellila,335,sevilla
2266,TLC,berber,sunni,no,5,5,cloth,3,Tlemcen,yes,2,Tlemcen,336,safi
2267,TLC,algerian,sunni,no,3,3,cloth,1,Oran,yes,0,Oran,337,safi
2268,TUN,algerian,sunni,no,5,5,grain,3,Al-Djazair,yes,1,Al,338,safi
2269,TUN,berber,sunni,no,3,3,iron,2,Bejaia,yes,0,Bejaia,339,tunis
2270,NOV,novgorodian,orthodox,no,3,3,fur,1,Koporye,yes,0,Ingermanland,34,
2271,TUN,berber,sunni,no,3,3,grain,2,Constantine,yes,0,Constantine,340,tunis
2272,TUN,tunisian,sunni,no,6,6,cloth,2,Tunis,yes,2,Tunis,341,tunis
2273,MOR,moroccan,sunni,no,4,4,grain,2,Rabat,yes,1,Toubkhal,342,safi
2274,MOR,moroccan,sunni,no,5,5,cloth,3,Fez,yes,0,Fez,343,safi
2275,MOR,moroccan,sunni,no,5,5,sugar,2,Marrakech,yes,0,Marrakech,344,safi
2276,MOR,moroccan,sunni,no,1,1,sugar,1,Safi,yes,0,Safi,345,safi
2277,MOR,moroccan,sunni,no,4,4,gold,2,Tafilalt,yes,2,Figuig,346,safi
2278,MOR,berber,sunni,no,1,1,fish,1,Ifni,yes,0,Ifni,347,safi
2279,MOR,berber,sunni,no,5,5,sugar,2,Taroudant,yes,0,Sus,348,safi
2280,TLC,berber,sunni,no,2,2,livestock,1,Figuig,yes,0,Atlas,349,safi
2281,LIV,estonian,catholic,no,1,1,grain,1,Arensburg,yes,0,Osel,35,baltic_sea
2282,MZB,algerian,sunni,no,1,1,livestock,1,Laghwat,yes,0,Aures,350,tunis
2283,TGT,berber,sunni,no,1,1,wool,1,Biskra,yes,0,Biskra,351,tunis
2284,GHD,tunisian,sunni,no,2,2,salt,1,Gafsa,yes,0,Gafsa,352,tunis
2285,TUN,tunisian,sunni,no,1,1,grain,1,Tataouine,yes,0,Gabes,353,tunis
2286,TUN,tunisian,sunni,no,2,2,cloth,1,Tripolitania,yes,2,Tripolitania,354,tunis
2287,FZA,tunisian,sunni,no,1,1,fish,1,Sirt,yes,0,Sirt,355,tunis
2288,MAM,al_misr_arabic,sunni,no,2,2,livestock,2,Benghazi,yes,1,Benghazi,356,alexandria
2289,MAM,al_misr_arabic,sunni,no,1,1,livestock,1,Derna,yes,0,Darnah,357,alexandria
2290,MAM,al_misr_arabic,sunni,no,5,5,spices,3,Alexandria,yes,1,Alexandria,358,alexandria
2291,MAM,al_misr_arabic,sunni,no,5,5,cotton,2,Faiyum,yes,0,Faiyum,359,alexandria
2292,LIV,estonian,catholic,no,4,4,grain,2,Reval,yes,1,Estland,36,baltic_sea
2293,MAM,al_misr_arabic,sunni,no,1,1,livestock,1,Qus,yes,0,Qena,360,alexandria
2294,MAM,al_misr_arabic,sunni,no,9,9,cloth,6,Cairo,yes,2,Cairo,361,alexandria
2295,MAM,al_misr_arabic,sunni,no,4,4,grain,2,Rashid,yes,1,Rosetta,362,alexandria
2296,MAM,al_misr_arabic,sunni,no,4,4,,2,Dumyat,yes,0,Damietta,363,alexandria
2297,MAM,al_suryah_arabic,sunni,no,3,3,salt,2,Gazzah,yes,0,Gaza,364,alexandria
2298,MAM,bedouin_arabic,sunni,no,1,1,,1,Sinai,yes,0,Sinai,365,alexandria
2299,CAS,berber,animism,no,3,3,unknown,1,TheCanarias,yes,0,TheCanarias,366,sevilla
2300,POR,berber,animism,no,3,3,fish,1,TheAzores,yes,0,TheAzores,367,sevilla
2301,POR,berber,animism,no,4,4,unknown,1,Funchal,yes,0,Madeira,368,sevilla
2302,NOR,norwegian,catholic,no,1,1,fish,1,Kirkwall,yes,0,Orkney,369,north_sea
2303,LIV,latvian,catholic,no,3,3,livestock,2,Fellin,yes,0,Livland,37,baltic_sea
2304,NOR,icelandic,catholic,no,1,1,fish,1,Reykjavik,yes,0,Reykjavik,370,north_sea
2305,NOR,icelandic,catholic,no,1,1,fish,1,Akureyri,yes,0,Akureyri,371,north_sea
2306,TYR,irish,catholic,no,3,3,wool,2,Dungannon,yes,0,Tyrone,372,north_sea
2307,ENG,irish,catholic,no,3,3,livestock,2,Dublin,yes,0,Meath,373,north_sea
2308,LEI,irish,catholic,no,2,2,livestock,2,Wexford,yes,0,Leinster,374,north_sea
2309,MNS,irish,catholic,no,3,3,fish,2,Limerick,yes,0,Munster,375,north_sea
2310,CNN,irish,catholic,no,2,2,livestock,2,Galway,yes,0,Connaught,376,north_sea
2311,SYR,al_suryah_arabic,sunni,no,9,9,silk,4,Halab,yes,2,Aleppo,377,aleppo
2312,SYR,al_suryah_arabic,shiite,no,6,6,grain,4,Tripoli,yes,1,Tripoli,378,aleppo
2313,MAM,al_suryah_arabic,sunni,no,5,5,grain,3,Jerusalem,yes,0,Jerusalem,379,alexandria
2314,RIG,baltic_german,catholic,no,5,5,naval_supplies,1,Riga,yes,1,Riga,38,baltic_sea
2315,MAM,bedouin_arabic,sunni,no,1,1,grain,1,AlKarak,yes,0,AlKarak,380,alexandria
2316,MAM,al_suryah_arabic,sunni,no,2,2,grain,2,Ajlun,yes,0,Ajlun,381,alexandria
2317,SYR,al_suryah_arabic,sunni,no,7,7,iron,6,Dimashq,yes,2,Damascus,382,aleppo
2318,MAM,bedouin_arabic,sunni,no,2,2,livestock,1,Tabuk,yes,0,Tabuk,383,alexandria
2319,MDA,hejazi_culture,sunni,no,3,3,cloth,3,Medina,yes,0,Medina,384,alexandria
2320,HED,hejazi_culture,sunni,no,4,4,incense,4,Makkah,yes,0,Mecca,385,alexandria
2321,MFL,hejazi_culture,shiite,no,2,2,coffee,2,Bishah,yes,0,Asir,386,gulf_of_aden
2322,YEM,yemeni_culture,sunni,no,3,3,coffee,2,Mokha,yes,0,Mokha,387,gulf_of_aden
2323,TUR,yemeni_culture,sunni,no,4,4,incense,3,Aden,yes,2,Aden,388,gulf_of_aden
2324,HDR,yemeni_culture,sunni,no,1,2,incense,2,Mukalla,yes,0,Mukalla,389,gulf_of_aden
2325,LIV,latvian,catholic,no,3,3,naval_supplies,1,Goldingen,yes,0,Kurland,39,baltic_sea
2326,RAS,yemeni_culture,shiite,no,4,3,wool,4,Sana'a,yes,0,Sanaa,390,gulf_of_aden
2327,NJR,yemeni_culture,shiite,no,2,2,cloth,2,Najran,yes,0,Najran,391,gulf_of_aden
2328,NAJ,bedouin_arabic,sunni,no,1,1,livestock,1,Diriyah,yes,0,Al,392,basra
2329,SHM,bedouin_arabic,sunni,no,1,1,grain,1,Ha'il,yes,1,JabalShammar,393,basra
2330,ALH,gulf_arabic,shiite,no,1,1,fish,1,Al-Qatif,yes,1,ElCatif,394,basra
2331,ALH,gulf_arabic,shiite,no,2,2,gems,1,Qatar,yes,0,Qatar,395,basra
2332,ALH,gulf_arabic,shiite,no,1,1,,2,Manama,yes,0,Bahrain,396,basra
2333,ORM,gulf_arabic,shiite,no,1,1,,1,AbuDhabi,yes,0,AbuDhabi,397,hormuz
2334,ORM,gulf_arabic,ibadi,no,2,2,livestock,1,Sharjah,yes,0,Qawasim,398,hormuz
2335,ORM,omani_culture,ibadi,no,3,3,,3,Suhar,yes,0,Suhar,399,hormuz
2336,SWE,swedish,catholic,no,2,3,iron,2,Västerås,yes,0,Bergslagen,4,baltic_sea
2337,TEU,lithuanian,catholic,no,3,3,livestock,3,Memel,yes,0,Memel,40,baltic_sea
2338,ORM,omani_culture,ibadi,no,4,4,,1,Masqat,yes,2,Muscat,400,hormuz
2339,MHR,mahri_culture,sunni,no,1,1,incense,1,Salalah,yes,0,Dhofar,401,gulf_of_aden
2340,MHR,mahri_culture,sunni,no,1,1,incense,1,Qishn,yes,0,Mahra,402,gulf_of_aden
2341,Unowned,Unowned,sunni,no,1,1,unknown,1,Ndzuwani,no,0,Comoros,4020,zanzibar
2342,BTS,Unowned,Unowned,no,1,2,slaves,1,Ambilobe,yes,0,Antankara,4021,zanzibar
2343,SKA,Unowned,Unowned,no,2,2,slaves,1,Majunga,yes,0,Iboina,4022,zanzibar
2344,BTS,madagasque,Unowned,no,1,1,slaves,1,Tsimihety,yes,0,Tsimihety,4023,zanzibar
2345,BTS,madagasque,Unowned,no,2,2,slaves,1,Maroantsetra,yes,0,Maroantsetra,4024,zanzibar
2346,BTS,madagasque,Unowned,no,3,2,slaves,2,Vatomandry,yes,1,Vatomandry,4025,zanzibar
2347,ANT,madagasque,sunni,no,2,2,slaves,2,Vohipeno,yes,0,Antemoro,4026,zanzibar
2348,Unowned,madagasque,Unowned,no,2,1,slaves,2,Betsileo,yes,0,Betsileo,4027,zanzibar
2349,MFY,madagasque,Unowned,no,2,2,slaves,2,Mahafaly,yes,0,Mahafaly,4028,zanzibar
2350,ANT,madagasque,sunni,no,2,2,slaves,1,Antanosy,yes,0,Antanosy,4029,zanzibar
2351,OMA,omani_culture,ibadi,no,3,3,wool,3,Nizwa,yes,0,Nizwa,403,hormuz
2352,Unowned,madagasque,Unowned,no,1,1,grain,1,Bara,yes,0,Bara,4030,zanzibar
2353,SKA,madagasque,Unowned,no,1,2,slaves,1,Antsalova,yes,0,Antsalova,4031,zanzibar
2354,SKA,madagasque,Unowned,no,2,1,fish,2,Fiherana,yes,0,Fiherana,4032,zanzibar
2355,ALO,nubian,sunni,no,1,1,ivory,1,Al-Qadarif,yes,0,AlQadirif,4033,ethiopia
2356,MKU,makua,Unowned,no,1,2,ivory,1,Makua,yes,0,Makua,4034,zambezi
2357,MKU,makua,Unowned,no,1,1,unknown,1,Ngindo,no,0,Ngindo,4035,zambezi
2358,MKU,makua,Unowned,no,1,1,unknown,1,Wayao,no,0,Wayao,4036,zambezi
2359,MRA,nyasa,Unowned,no,2,3,ivory,2,Katsekera,yes,0,Katsekera,4037,zambezi
2360,MKU,nyasa,Unowned,no,1,1,ivory,1,Lolo,yes,0,Lolo,4038,zambezi
2361,LDU,nyasa,Unowned,no,3,2,,4,Mbebwe,yes,0,Lundu,4039,zambezi
2362,YAS,gulf_arabic,sunni,no,1,1,,1,Liwa,yes,0,Liwa,404,hormuz
2363,MRA,nyasa,Unowned,no,3,3,iron,4,Manthimba,yes,2,Kalonga,4040,zambezi
2364,Unowned,bena,Unowned,no,1,1,unknown,1,Kinga,no,0,Kinga,4041,zambezi
2365,Unowned,makua,Unowned,no,1,1,unknown,1,Makonde,no,0,Makonde,4042,zambezi
2366,Unowned,nyasa,Unowned,no,1,1,unknown,1,Phangwa,no,0,Phangwa,4043,zambezi
2367,TBK,nyasa,Unowned,no,2,2,ivory,1,Chilumba,yes,0,Ngonde,4044,zambezi
2368,TBK,nyasa,Unowned,no,2,2,gems,2,Kasungu,yes,0,Tumbuka,4045,zambezi
2369,Unowned,bemba,Unowned,no,1,1,unknown,1,Lala,no,0,Lala,4046,zambezi
2370,LDU,nyasa,Unowned,no,1,2,livestock,1,Nsenga,yes,0,Nsenga,4047,zambezi
2371,MRA,makua,Unowned,no,1,1,ivory,1,Lomwe,yes,0,Lomwe,4048,zambezi
2372,ZAN,swahili,sunni,no,2,2,ivory,1,Ibo,yes,0,Ibo,4049,zanzibar
2373,FAD,bedouin_arabic,sunni,no,1,1,livestock,2,Tadmuriyah,yes,0,Tadmor,405,aleppo
2374,Unowned,bemba,Unowned,no,1,1,unknown,1,Luangwa,no,0,Luangwa,4050,zambezi
2375,Unowned,somali,sunni,no,1,1,unknown,1,EwasoNgiro,no,0,EwasoNgiro,4051,ethiopia
2376,Unowned,somali,sunni,no,1,1,unknown,1,Dawa,no,0,Dawa,4052,ethiopia
2377,Unowned,acholi,Unowned,no,1,1,unknown,1,Turkana,no,0,Turkana,4053,african_great_lakes
2378,Unowned,masaba,Unowned,no,2,2,unknown,1,Kuria,no,0,Kuria,4054,african_great_lakes
2379,Unowned,swahili,Unowned,no,1,1,unknown,1,Shambaa,no,0,Shamba,4055,african_great_lakes
2380,Unowned,takama,Unowned,no,1,1,unknown,1,Gogo,no,0,Gogo,4056,african_great_lakes
2381,Unowned,takama,Unowned,no,1,1,unknown,1,Nyatura,no,0,Nyatura,4057,african_great_lakes
2382,Unowned,swahili,Unowned,no,1,1,unknown,1,Zigua,no,0,Zigua,4058,african_great_lakes
2383,Unowned,masaba,Unowned,no,2,2,unknown,1,Shaga,no,0,Shaga,4059,african_great_lakes
2384,QAR,al_iraqiya_arabic,sunni,no,2,2,livestock,2,Sahiliyah,yes,0,AsSahiliyah,406,basra
2385,Unowned,Unowned,Unowned,no,1,1,unknown,1,Kikuyu,no,0,Kikuyu,4060,african_great_lakes
2386,KRW,takama,Unowned,no,2,2,iron,2,Buzinza,yes,0,Buzinza,4061,african_great_lakes
2387,BSG,masaba,Unowned,no,3,3,fish,3,Bukaleeba,yes,0,Basoga,4062,african_great_lakes
2388,KRW,ganda,Unowned,no,3,3,iron,2,Karagwe,yes,0,Karagwe,4063,african_great_lakes
2389,BUG,ganda,Unowned,no,4,4,salt,4,Buganda,yes,2,Buganda,4064,african_great_lakes
2390,BNY,ganda,Unowned,no,4,3,salt,3,Mugenyi,yes,0,Bunyoro,4065,african_great_lakes
2391,NKO,ganda,Unowned,no,3,3,grain,2,Nkore,yes,0,Ndorwe,4066,african_great_lakes
2392,RWA,rwandan,Unowned,no,4,4,iron,3,Nduga,yes,0,Nduga,4067,african_great_lakes
2393,RWA,rwandan,Unowned,no,2,2,grain,3,Bafuriru,yes,0,Buzozo,4068,african_great_lakes
2394,UBH,rwandan,Unowned,no,3,3,grain,3,Bushubi,yes,0,Bushubi,4069,african_great_lakes
2395,MAM,al_suryah_arabic,sunni,no,1,1,livestock,1,ArRaqqa,yes,0,ArRaqqa,407,aleppo
2396,BUU,rwandan,Unowned,no,3,3,iron,3,Nkoma,yes,0,Nkoma,4070,african_great_lakes
2397,UBH,Unowned,Unowned,no,2,2,grain,1,Buyogoma,yes,0,Buyogoma,4071,african_great_lakes
2398,UBH,Unowned,Unowned,no,2,2,salt,2,Ruguru,yes,0,Ruguru,4072,african_great_lakes
2399,Unowned,bena,Unowned,no,1,1,unknown,1,Hehe,no,0,Hehe,4073,african_great_lakes
2400,BNY,acholi,Unowned,no,1,1,livestock,2,Pubungo,yes,0,Pubungo,4074,african_great_lakes
2401,Unowned,acholi,Unowned,no,1,1,unknown,1,Lango,no,0,Lango,4075,african_great_lakes
2402,Unowned,takama,Unowned,no,2,2,unknown,2,Muhambwe,no,0,Muhambwe,4076,african_great_lakes
2403,Unowned,bena,Unowned,no,2,2,unknown,1,Rukwa,no,0,Rukwa,4077,african_great_lakes
2404,LOA,kongolese,Unowned,no,2,1,ivory,2,Mayumba,yes,0,Mayumba,4078,ivory_coast
2405,KON,kongolese,Unowned,no,3,2,ivory,2,Ngoyo,yes,0,Ngoyo,4079,ivory_coast
2406,MSY,al_iraqiya_arabic,shiite,no,3,3,salt,5,Basra,yes,1,Basra,408,basra
2407,KON,kongolese,Unowned,no,4,3,slaves,4,Soyo,yes,0,Soyo,4080,ivory_coast
2408,KON,kongolese,Unowned,no,1,1,spices,1,Okango,yes,0,Tyo,4081,kongo
2409,KSJ,mbangala,Unowned,no,2,2,slaves,2,Kasanje,yes,0,Kasanje,4082,kongo
2410,KSJ,mbangala,Unowned,no,2,2,slaves,3,Shinje,yes,0,Shinje,4083,kongo
2411,KSJ,mbangala,Unowned,no,1,1,slaves,1,Malem,yes,0,Malem,4084,kongo
2412,YAK,yaka,Unowned,no,3,2,slaves,3,Yaka,yes,0,Yaka,4085,kongo
2413,KUB,kuba,Unowned,no,1,1,tropical_wood,2,Nunu,yes,0,Nunu,4086,kongo
2414,YAK,yaka,Unowned,no,1,2,slaves,2,Kumbana,yes,0,Kumbana,4087,kongo
2415,KUB,kuba,Unowned,no,2,2,spices,2,Munene,yes,0,Munene,4088,kongo
2416,KUB,kuba,Unowned,no,2,1,cloth,3,Kuba,yes,1,Kuba,4089,kongo
2417,QAR,al_iraqiya_arabic,shiite,no,2,2,wool,2,Karbala,yes,0,Hillah,409,basra
2418,KLD,luba,Unowned,no,1,1,grain,1,Songye,yes,0,Songye,4090,kongo
2419,LND,lunda,Unowned,no,2,2,spices,2,Mpasu,yes,0,Mpasu,4091,kongo
2420,LND,lunda,Unowned,no,3,3,ivory,3,Musumba,yes,1,Rund,4092,kongo
2421,LND,lunda,Unowned,no,2,2,ivory,1,Lwena,yes,0,Lwena,4093,kongo
2422,CKW,chokwe,Unowned,no,1,1,ivory,2,Chokwe,yes,0,Chokwe,4094,kongo
2423,CKW,chokwe,Unowned,no,2,2,ivory,1,Ishindi,yes,0,Ishindi,4095,kongo
2424,KLD,luba,Unowned,no,2,2,livestock,2,Kalundwe,yes,0,Kalundwe,4096,kongo
2425,LUB,luba,Unowned,no,3,3,iron,3,Luba,yes,1,Luba,4097,kongo
2426,KIK,luba,Unowned,no,2,2,salt,1,Kikondja,yes,0,Upemba,4098,kongo
2427,LUB,luba,Unowned,no,2,2,iron,3,Hemba,yes,0,Hemba,4099,kongo
2428,TEU,prussian,catholic,no,5,5,,3,Königsberg,yes,1,Konigsberg,41,baltic_sea
2429,QAR,al_iraqiya_arabic,sunni,no,4,4,cloth,4,Baghdad,yes,1,Baghdad,410,basra
2430,KZB,luba,Unowned,no,3,2,copper,3,Luapala,yes,0,Luapala,4100,kongo
2431,KZB,luba,Unowned,no,2,3,salt,2,Lualaba,yes,0,Lualaba,4101,kongo
2432,Unowned,bemba,Unowned,no,1,1,unknown,1,Bemba,no,0,Bemba,4102,kongo
2433,KZB,luba,Unowned,no,2,2,copper,2,Tabwa,yes,0,Tabwa,4103,kongo
2434,Unowned,bemba,Unowned,no,1,1,unknown,1,Lamba,no,0,Lamba,4104,zambezi
2435,LUB,luba,Unowned,no,2,2,livestock,2,Kusu,yes,0,Kusu,4105,kongo
2436,Unowned,bemba,Unowned,no,1,1,unknown,1,Lenje,no,0,Lenje,4106,zambezi
2437,KIK,luba,Unowned,no,1,2,copper,2,Kanongesha,yes,0,Kanongesha,4107,kongo
2438,Unowned,bemba,Unowned,no,1,1,unknown,1,Kaonde,no,0,Kaonde,4108,zambezi
2439,Unowned,luba,Unowned,no,2,2,unknown,2,Lega,no,0,Lega,4109,kongo
2440,QAR,kurdish,sunni,no,4,4,cloth,4,Mosul,yes,0,Mosul,411,aleppo
2441,SCO,highland_scottish,catholic,no,2,2,grain,2,Dornoch,yes,0,Sutherland,4110,north_sea
2442,FRA,cosmopolitan_french,catholic,no,4,4,grain,2,Saintes,yes,0,Saintonge,4111,bordeaux
2443,FRA,gascon,catholic,no,3,3,wine,3,Cahors,yes,0,Cahors,4112,bordeaux
2444,SWE,Unowned,catholic,no,1,1,fur,1,Rovaniemi,yes,0,Rovaniemi,4113,baltic_sea
2445,SWE,sapmi,catholic,no,1,1,unknown,1,Jokkmokk,yes,0,NorthernLappmarks,4114,baltic_sea
2446,LIT,byelorussian,orthodox,no,2,2,grain,2,Mazyr,yes,0,Mazyr,4115,kiev
2447,Unowned,ryazanian,orthodox,no,3,3,grain,3,Odayev,yes,0,UpperOka,4116,kiev
2448,MOS,novgorodian,orthodox,no,2,2,naval_supplies,1,Bezhetsk,yes,0,Bezhetsk,4117,
2449,DMS,irish,catholic,no,2,3,copper,1,Cork,yes,1,Desmond,4118,north_sea
2450,SLN,irish,catholic,no,3,3,naval_supplies,2,Sligo,yes,0,Sligo,4119,north_sea
2451,MSY,al_iraqiya_arabic,shiite,no,4,4,sugar,1,Ahvaz,yes,0,Khuzestan,412,basra
2452,KID,irish,catholic,no,3,3,grain,3,Naas,yes,0,Kildare,4120,north_sea
2453,ULS,irish,catholic,no,3,3,grain,2,Carrickfergus,yes,0,Ulster,4121,north_sea
2454,NOV,novgorodian,orthodox,no,1,1,fur,1,Shenkursk,yes,0,Shenkursk,4122,white_sea
2455,SWE,finnish,catholic,no,1,1,fur,1,Messukylä,yes,0,Birkaland,4123,baltic_sea
2456,NOV,karelian,orthodox,no,1,1,fur,1,Lieksa,yes,0,Kovero,4124,
2457,HUN,hungarian,catholic,no,3,3,livestock,2,Szolnok,yes,0,Szolnok,4125,pest
2458,HUN,hungarian,catholic,no,2,2,livestock,1,Bács,yes,0,Bacs,4126,pest
2459,HUN,transylvanian,orthodox,no,2,2,,2,Turda,yes,1,Turda,4127,pest
2460,HUN,Unowned,catholic,no,3,3,cloth,2,Sibiu,yes,0,Kiralyfold,4128,pest
2461,PRM,uralic,orthodox,no,1,1,fur,1,Ust-Vym,yes,0,UstVym,4129,white_sea
2462,LRI,luri,shiite,no,3,3,grain,2,Khorramabad,yes,0,Lorestan,413,basra
2463,ENG,english,catholic,no,2,2,wool,1,Bath,yes,0,Somerset,4130,english_channel
2464,RFR,togoku,shinto,no,3,3,livestock,2,Sannohe,yes,0,Mutsu,4131,nippon
2465,Unowned,Unowned,Unowned,no,0,0,,0,Mweru,no,0,Mweru,4132,
2466,Unowned,Unowned,Unowned,no,0,0,,0,Kivu,no,0,Kivu,4133,
2467,Unowned,Unowned,Unowned,no,0,0,,0,Rutanzige,no,0,Rutanzige,4134,
2468,Unowned,Unowned,Unowned,no,0,0,,0,Albert,no,0,Albert,4135,
2469,Unowned,Unowned,Unowned,no,0,0,,0,Zaysan,no,0,Zaysan,4136,
2470,Unowned,Unowned,Unowned,no,0,0,,0,Alakol,no,0,Alakol,4137,
2471,Unowned,Unowned,Unowned,no,0,0,,0,IssykKul,no,0,IssykKul,4138,
2472,Unowned,Unowned,Unowned,no,0,0,,0,Oulujarvi,no,0,Oulujarvi,4139,
2473,TIM,luri,sunni,no,2,2,cloth,2,Hamedan,yes,0,Hamadan,414,basra
2474,Unowned,Unowned,Unowned,no,0,0,,0,Saimaa,no,0,Saimaa,4140,
2475,DTT,lower_saxon,catholic,yes,2,3,grain,3,Meldorf,yes,0,Ditmarschen,4141,
2476,DAN,danish,catholic,no,4,4,naval_supplies,3,Aarhus,yes,1,Aarhus,4142,
2477,NOR,norwegian,catholic,no,3,3,naval_supplies,2,Moss,yes,0,Smalenene,4143,
2478,NOR,norwegian,catholic,no,2,2,naval_supplies,1,Bratsberg,yes,0,Bratsberg,4144,
2479,NOR,norwegian,catholic,no,1,2,iron,1,Mandal,yes,0,Agdesiden,4145,north_sea
2480,Unowned,Unowned,Unowned,no,0,0,,0,Jotenheimen,no,0,Jotenheimen,4146,north_sea
2481,RSO,russian,orthodox,no,3,3,grain,2,Rostov,yes,0,Rostov,4147,
2482,NOV,novgorodian,orthodox,no,2,1,naval_supplies,1,Luki,yes,0,Luki,4148,
2483,DAN,danish,catholic,no,3,3,livestock,2,Kolding,yes,0,Kolding,4149,
2484,TIM,kurdish,sunni,no,3,3,grain,3,Kirkuk,yes,0,Shahrizor,415,basra
2485,POR,portugese,catholic,no,3,2,wine,2,Évora,yes,0,Evora,4150,sevilla
2486,SWE,sapmi,catholic,no,1,1,fur,1,Inari,yes,0,Inari,4151,white_sea
2487,SWE,sapmi,catholic,no,1,1,fur,1,Maanselkä,yes,0,Kajaani,4152,baltic_sea
2488,Unowned,Unowned,Unowned,no,0,0,,0,TheSkands,no,0,TheSkands,4153,north_sea
